// Cash Shop Database
// Contains the items sold in the ingame cash shop.
//
// Structure of Database:
// Type,ItemID,Price
//
// Type:
//    0: New
//    1: Hot
//    2: Limited
//    3: Rental
//    4: Gear
//    5: Buff
//    6: Heal
//    7: Other
//    8: Sale
//
// Price:
//    Item cost, in cash points (#CASHPOINTS).
4,1733,50
4,1755,50
4,1732,50
4,1756,50
4,1741,50
4,2748,50
4,2278,50
4,18527,50
4,4178,50
4,4234,50
4,4252,50
4,4297,50
4,4381,50
4,13027,50
4,15044,50
4,13034,50
4,13035,50
4,2936,500

5,14527,1
5,14581,1
5,13891,1
5,13892,1
5,13893,1
5,13894,1
5,13721,5
5,13835,5
5,13589,5
6,13548,10
6,13549,10
6,14156,20
6,13990,20
6,14158,20
6,14168,20
6,14179,20
6,13603,20
6,13550,20
6,14176,20
6,14177,20
6,16396,50
6,16394,50
6,6438,10
6,6439,10
6,13609,5
6,13989,3
6,12150,1
6,13873,100
6,13872,100
6,13871,100
6,13874,100
6,13876,100
6,13875,100
6,13930,100
6,13928,100
6,13931,100
6,13927,100
6,13929,100
6,13926,100
6,13901,50
6,13900,50
6,13899,50

6,6238,100
6,6239,100
6,12902,100	//Bubble Gum Box 10pcs
6,12900,80	//Battle Manual Box 10pcs
6,13582,50	//Convex Mirror Box 5pcs
6,12210,20	//Bubble Gum
6,12312,20	//Thick Battle Manual
6,12208,10	//Battle Manual


7,12259,1
7,12622,450
7,616,25
7,12103,30
7,12221,1

7,4454,100
7,7142,10
7,12040,10
7,6415,20
7,537,1
7,912,1
7,910,1
7,911,1
7,6098,1
7,6112,1
7,6108,1
7,6104,1
7,6115,1
7,643,3
7,9001,10
7,10013,10
7,531,1
7,9002,10
7,508,1
7,9003,10
7,511,1
7,9004,10
7,10007,10
7,534,1
7,9005,10
7,10012,10
7,507,1
7,9006,10
7,10002,10
7,537,1
7,9007,10
7,1002,1
7,9008,10
7,716,1
7,9009,10
7,10015,10
7,9010,10
7,10003,10
7,9011,10
7,10014,10
7,9012,10
7,10017,10
7,9013,10
7,9014,10
7,10010,10
7,9015,10
7,10019,10
7,9016,10
7,10018,10
7,532,1
7,9017,10
7,10009,10
7,9018,10
7,10008,10
7,9019,10
7,10005,10
7,9020,10
7,10016,10
7,9021,10
7,10006,10
7,9022,10
7,10011,10
7,9023,10
7,10004,10
7,711,1
7,9024,10
7,10001,10
7,518,1
7,9025,10
7,10020,10
7,9026,10
7,929,1
7,9027,10
7,504,1
7,9028,10
7,511,1
7,9029,10
7,911,1
7,9030,10
7,6115,1
7,9032,10
7,7821,1
7,9032,10
7,9033,10
7,9034,10
7,9035,10
7,7822,1
7,9036,10
7,7823,1
7,9037,10
7,7824,1
7,9038,10
7,554,1
7,9053,10
7,10035,10
7,6111,1
7,9043,10
7,10025,10
7,6098,1
7,9050,10
7,10032,10
7,6108,1
7,9045,10
7,10027,10
7,6100,1
7,9046,10
7,10028,10
7,6104,1
7,9055,10
7,10037,10
7,6113,1
7,9052,10
7,10034,10
7,6110,1
7,9054,10
7,10036,10
7,6112,1
7,9044,10
7,10026,10
7,6099,1
7,9048,10
7,10030,10
7,6106,1
7,9047,10
7,10029,10
7,6105,1
7,9051,10
7,10033,10
7,6109,1
7,9049,10
7,10031,10
7,6107,1
7,9042,10
7,10024,10
7,6097,1
7,9040,10
7,10022,10
7,6095,1
7,9041,10
7,10023,10
7,6096,1
7,9039,10
7,6094,1
7,9056,10
7,10038,10
7,6114,1
7,5171,50
7,2357,50
7,2863,50
7,2524,50
7,2421,50
7,5256,50
